PMID,Title,Authors,Journal,Publication Date,Abstract,Publication Type,MeSH Terms
39892383,HMPL-306 in relapsed or refractory IDH1- and/or IDH2-mutated acute myeloid leukemia: A phase 1 study.,"Hu Lijuan, Wei Xudong, Zhao Weili, Hu Yu, Li Juan, Dong Yugang, Gong Tiejun, Zhang Xuhan, Xu Yajing, Zhang Yu, Xu Chongyuan, Zhang Cheng, Cai Zhen, Jing Hongmei, Mi Ruihua, Wu Wen, He Wenjuan, Wang Hehua, Tang Qinghua, Jiang Zhiping, Liu Hui, Chen Guo, Sun Jie, Chen Jian, Yan Sai, Yan Huan, Wangwu Jiaxuan, Zhong Zeyu, Wang Linfang, Fan Songhua, Shi Michael, Su Weiguo, Huang Xiaojun","Med (New York, N.Y.)","{'Year': '2025', 'Month': 'Jan', 'Day': '29'}",HMPL-306 has equally high inhibitory activity against mutated isocitrate dehydrogenases 1 and 2 (mIDH1/2).,Journal Article,
39558008,Glucose uptake capacity of leukaemia cells in vitro correlates with response to induction therapy in acute myeloid leukaemia.,"Deng Suqi, Du Juan, Huang Kexiu, Gale Robert Peter, Pan Danqi, Wang Lu, Wei Junjie, Zheng Xue, Xu Ying, Xie Shengqian, Zhou Wei, Xiao Weihao, Liu Bo, Chen Zhiyang, Ju Zhenyu, Zeng Hui",Leukemia,"{'Year': '2025', 'Month': 'Feb'}",No abstract available,Journal Article,
37386016,"A Phase I study of Milademetan (DS3032b) in combination with low dose cytarabine with or without venetoclax in acute myeloid leukemia: Clinical safety, efficacy, and correlative analysis.","Senapati Jayastu, Muftuoglu Muharrem, Ishizawa Jo, Abbas Hussein A, Loghavi Sanam, Borthakur Gautam, Yilmaz Musa, Issa Ghayas C, Dara Samuel I, Basyal Mahesh, Li Li, Naqvi Kiran, Pourebrahim Rasoul, Jabbour Elias J, Kornblau Steven M, Short Nicholas J, Pemmaraju Naveen, Garcia-Manero Guillermo, Ravandi Farhad, Khoury Joseph, Daver Naval, Kantarjian Hagop M, Andreeff Michael, DiNardo Courtney D",Blood cancer journal,"{'Year': '2023', 'Month': 'Jun', 'Day': '29'}","In TP53 wild-type acute myeloid leukemia (AML), inhibition of MDM2 can enhance p53 protein expression and potentiate leukemic cell apoptosis. MDM2 inhibitor (MDM2i) monotherapy in AML has shown modest responses in clinical trials but combining options of MDM2i with other potent AML-directed agents like cytarabine and venetoclax could improve its efficacy. We conducted a phase I clinical trial (NCT03634228) to study the safety and efficacy of milademetan (an MDM2i) with low-dose cytarabine (LDAC)±venetoclax in adult patients with relapsed refractory (R/R) or newly diagnosed (ND; unfit) TP53 wild-type AML and performed comprehensive CyTOF analyses to interrogate multiple signaling pathways, the p53-MDM2 axis and the interplay between pro/anti-apoptotic molecules to identify factors that determine response and resistance to therapy. Sixteen patients (14 R/R, 2 N/D treated secondary AML) at a median age of 70 years (range, 23-80 years) were treated in this trial. Two patients (13%) achieved an overall response (complete remission with incomplete hematological recovery). Median cycles on trial were 1 (range 1-7) and at a median follow-up of 11 months, no patients remained on active therapy. Gastrointestinal toxicity was significant and dose-limiting (50% of patients ≥ grade 3). Single-cell proteomic analysis of the leukemia compartment revealed therapy-induced proteomic alterations and potential mechanisms of adaptive response to the MDM2i combination. The response was associated with immune cell abundance and induced the proteomic profiles of leukemia cells to disrupt survival pathways and significantly reduced MCL1 and YTHDF2 to potentiate leukemic cell death. The combination of milademetan, LDAC±venetoclax led to only modest responses with recognizable gastrointestinal toxicity. Treatment-induced reduction of MCL1 and YTHDF2 in an immune-rich milieu correlate with treatment response.","Clinical Trial, Phase I, Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Adult, Humans, Young Adult, Middle Aged, Aged, Aged, 80 and over, Cytarabine, Tumor Suppressor Protein p53, Myeloid Cell Leukemia Sequence 1 Protein, Proteomics, Leukemia, Myeloid, Acute"
34611424,Dual Growth Factor (rhTPO + G-CSF) and Chemotherapy Combination Regimen for Elderly Patients with Acute Myeloid Leukemia: A Phase II Single-Arm Multicenter Study.,"Liu Xiaoyu, Shi Hua, Shen Jing, Li Yang, Yan Wei, Sun Ying, Liao Aijun, Tan Yehui, Yang Wei, Wang Huihan",International journal of general medicine,{'Year': '2021'},"Acute myeloid leukemia (AML) is a disease affecting older adults, although optimal strategies for treating such patients remain unclear. This prospective phase II, open-label, multicenter study was designed to assess the efficacy and safety of two hematologic growth factors, recombinant human thrombopoietin (rhTPO) and granulocyte colony-stimulating factor (G-CSF), in combination with decitabine, cytarabine, and aclarubicin (D-CTAG regimen) to treat older adults with newly diagnosed AML (Identifier: NCT04168138). The above agents were administered as follows: decitabine (15 mg/m<sup>2</sup> daily, days 1-5); low-dose cytarabine (10 mg/m<sup>2</sup> q12 h, days 3-9); rhTPO (15,000 U daily, days 2, 4, 6, 8, 10-24 or until >50×10<sup>9</sup>/L platelets); aclarubicin (14 mg/m<sup>2</sup> daily, days 3-6); and G-CSF (300 μg daily, days 2-9). We concurrently monitored historic controls treated with decitabine followed by cytarabine, aclarubicin, and G-CSF (D-CAG) only. After the first D-CTAG cycle, the overall response rate (ORR) was 84.2% (16/19), including 13 (73.7%) complete remissions (CRs) and three (15.8%) partial remissions. This CR rate surpassed that of the D-CAG treatment (<i>p</i> < 0.05). Median overall survival (OS) time in the D-CTAG group was 20.2 months (range, 4-31 months), compared with 14 months in the D-CAG group, and 1-year OS was 78%. The proportion of those experiencing grade III-IV thrombocytopenia was significantly lower for D-CTAG (57.9%) than for D-CAG (88.4%; <i>p</i> < 0.05). Ultimately, the curative effect of adding rhTPO was not inferior to that of D-CAG, and D-CTAG proved safer for elderly patients, especially in terms of hematologic toxicity. A prospective phase III randomized study is warranted to confirm these observations.","Case Reports, Clinical Trial, Journal Article",
33197925,"CC-90009, a novel cereblon E3 ligase modulator, targets acute myeloid leukemia blasts and leukemia stem cells.","Surka Christine, Jin Liqing, Mbong Nathan, Lu Chin-Chun, Jang In Sock, Rychak Emily, Mendy Derek, Clayton Thomas, Tindall Elizabeth, Hsu Christy, Fontanillo Celia, Tran Eileen, Contreras Adrian, Ng Stanley W K, Matyskiela Mary, Wang Kai, Chamberlain Philip, Cathers Brian, Carmichael James, Hansen Joshua, Wang Jean C Y, Minden Mark D, Fan Jinhong, Pierce Daniel W, Pourdehnad Michael, Rolfe Mark, Lopez-Girona Antonia, Dick John E, Lu Gang",Blood,"{'Year': '2021', 'Month': 'Feb', 'Day': '04'}","A number of clinically validated drugs have been developed by repurposing the CUL4-DDB1-CRBN-RBX1 (CRL4CRBN) E3 ubiquitin ligase complex with molecular glue degraders to eliminate disease-driving proteins. Here, we present the identification of a first-in-class GSPT1-selective cereblon E3 ligase modulator, CC-90009. Biochemical, structural, and molecular characterization demonstrates that CC-90009 coopts the CRL4CRBN to selectively target GSPT1 for ubiquitination and proteasomal degradation. Depletion of GSPT1 by CC-90009 rapidly induces acute myeloid leukemia (AML) apoptosis, reducing leukemia engraftment and leukemia stem cells (LSCs) in large-scale primary patient xenografting of 35 independent AML samples, including those with adverse risk features. Using a genome-wide CRISPR-Cas9 screen for effectors of CC-90009 response, we uncovered the ILF2 and ILF3 heterodimeric complex as a novel regulator of cereblon expression. Knockout of ILF2/ILF3 decreases the production of full-length cereblon protein via modulating CRBN messenger RNA alternative splicing, leading to diminished response to CC-90009. The screen also revealed that the mTOR signaling and the integrated stress response specifically regulate the response to CC-90009 in contrast to other cereblon modulators. Hyperactivation of the mTOR pathway by inactivation of TSC1 and TSC2 protected against the growth inhibitory effect of CC-90009 by reducing CC-90009-induced binding of GSPT1 to cereblon and subsequent GSPT1 degradation. On the other hand, GSPT1 degradation promoted the activation of the GCN1/GCN2/ATF4 pathway and subsequent apoptosis in AML cells. Collectively, CC-90009 activity is mediated by multiple layers of signaling networks and pathways within AML blasts and LSCs, whose elucidation gives insight into further assessment of CC-90009s clinical utility. These trials were registered at www.clinicaltrials.gov as #NCT02848001 and #NCT04336982).","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't, Research Support, U.S. Gov't, Non-P.H.S.","Acetamides, Adaptor Proteins, Signal Transducing, Animals, CRISPR-Cas Systems, Cell Line, Tumor, Humans, Isoindoles, Leukemia, Myeloid, Acute, Mice, Mice, Inbred NOD, Mice, SCID, Models, Molecular, Molecular Targeted Therapy, Neoplasm Proteins, Neoplastic Stem Cells, Nuclear Factor 45 Protein, Nuclear Factor 90 Proteins, Peptide Termination Factors, Piperidones, Proteasome Endopeptidase Complex, Protein Conformation, Protein Processing, Post-Translational, Proteolysis, Small Molecule Libraries, Stress, Physiological, TOR Serine-Threonine Kinases, U937 Cells, Ubiquitin-Protein Ligases, Ubiquitination, Xenograft Model Antitumor Assays"
38336521,Patient-oncologist discussion of treatment decisions: Exploring the role of a patient-centered communication tool for older adults with acute myeloid leukemia and their caregivers.,"Jensen-Battaglia Marielle, LoCastro Marissa, Oh Haejung, Sanapala Chandrika, Flannery Marie, Mendler Jason H, Liesveld Jane, Huselton Eric, Loh Kah Poh",Journal of geriatric oncology,"{'Year': '2024', 'Month': 'Jun'}",No abstract available,"Letter, Research Support, Non-U.S. Gov't, Research Support, N.I.H., Extramural","Humans, Leukemia, Myeloid, Acute, Aged, Caregivers, Communication, Physician-Patient Relations, Male, Patient-Centered Care, Female, Decision Making, Aged, 80 and over"
38905635,"Preclinical efficacy of the potent, selective menin-KMT2A inhibitor JNJ-75276617 (bleximenib) in KMT2A- and NPM1-altered leukemias.","Kwon Min Chul, Thuring Jan Willem, Querolle Olivier, Dai Xuedong, Verhulst Tinne, Pande Vineet, Marien Ann, Goffin Dries, Wenge Daniela V, Yue Hong, Cutler Jevon A, Jin Cyrus, Perner Florian, Hogeling Shanna M, Shaffer Paul L, Jacobs Frank, Vinken Petra, Cai Wei, Keersmaekers Vikki, Eyassu Filmon, Bhogal Balpreet, Verstraeten Karin, El Ashkar Sara, Perry Jennifer A, Jayaguru Prathiba, Barreyro Laura, Kuchnio Anna, Darville Nicolas, Krosky Daniel, Urbanietz Gregor, Verbist Bie, Edwards James P, Cowley Glenn S, Kirkpatrick Robert, Steele Ruth, Ferrante Lucille, Guttke Christina, Daskalakis Nikki, Pietsch E Christine, Wilson David M, Attar Ricardo, Elsayed Yusri, Fischer Eric S, Schuringa Jan Jacob, Armstrong Scott A, Packman Kathryn, Philippar Ulrike",Blood,"{'Year': '2024', 'Month': 'Sep', 'Day': '12'}","The interaction between menin and histone-lysine N-methyltransferase 2A (KMT2A) is a critical dependency for KMT2A- or nucleophosmin 1 (NPM1)-altered leukemias and an emerging opportunity for therapeutic development. JNJ-75276617 (bleximenib) is a novel, orally bioavailable, potent, and selective protein-protein interaction inhibitor of the binding between menin and KMT2A. In KMT2A-rearranged (KMT2A-r) and NPM1-mutant (NPM1c) acute myeloid leukemia (AML) cells, JNJ-75276617 inhibited the association of the menin-KMT2A complex with chromatin at target gene promoters, resulting in reduced expression of several menin-KMT2A target genes, including MEIS1 and FLT3. JNJ-75276617 displayed potent antiproliferative activity across several AML and acute lymphoblastic leukemia (ALL) cell lines and patient samples harboring KMT2A or NPM1 alterations in vitro. In xenograft models of AML and ALL, JNJ-75276617 reduced leukemic burden and provided a significant dose-dependent survival benefit accompanied by expression changes of menin-KMT2A target genes. JNJ-75276617 demonstrated synergistic effects with gilteritinib in vitro in AML cells harboring KMT2A-r. JNJ-75276617 further exhibited synergistic effects with venetoclax and azacitidine in AML cells bearing KMT2A-r in vitro, and significantly increased survival in mice. Interestingly, JNJ-75276617 showed potent antiproliferative activity in cell lines engineered with recently discovered mutations (MEN1M327I or MEN1T349M) that developed in patients refractory to the menin-KMT2A inhibitor revumenib. A cocrystal structure of menin in complex with JNJ-75276617 indicates a unique binding mode distinct from other menin-KMT2A inhibitors, including revumenib. JNJ-75276617 is being clinically investigated for acute leukemias harboring KMT2A or NPM1 alterations, as a monotherapy for relapsed/refractory acute leukemia (NCT04811560), or in combination with AML-directed therapies (NCT05453903).","Journal Article, Research Support, Non-U.S. Gov't, Research Support, N.I.H., Extramural","Nucleophosmin, Humans, Animals, Mice, Myeloid-Lymphoid Leukemia Protein, Histone-Lysine N-Methyltransferase, Nuclear Proteins, Leukemia, Myeloid, Acute, Xenograft Model Antitumor Assays, Proto-Oncogene Proteins, Cell Line, Tumor, Cell Proliferation, Mice, SCID, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Antineoplastic Agents"
39637307,"Trial eligibility, treatment patterns, and outcome for venetoclax-based therapy in AML: a prospective cohort study.","Wolach Ofir, Levi Itai, Nachmias Boaz, Tavor Sigal, Amitai Irina, Ofran Yishai, Ganzel Chezi, Zuckerman Tsila, Okasha Doaa, Hellmann Ilana, Tadmor Tamar, Dally Najib, Canaani Jonathan, Stemer Galia, Grunspan Moshe, Berger Adi Jacob, Frankel Neta, Berelovich Jenia, Bleterman Alexandra, Barak Moran, Cohen Raanan, Moshe Yakir",Blood advances,"{'Year': '2025', 'Month': 'Apr', 'Day': '08'}","Venetoclax plus hypomethylating agents are considered standard of care for patients with acute myeloid leukemia (AML) judged ineligible for intensive chemotherapy (IC). Real-world studies complement clinical trials, because patterns of patient selection, treatment exposure, and postremission management may vary. This prospective observational multicenter study included 209 newly diagnosed IC-ineligible patients with a median age 75 years (interquartile range, 71-81 years). A high proportion of patients had secondary AML (53.7%), adverse-risk disease (35.3%), and complex karyotype (15.5%). At a median follow-up of 22.5 months (range, 0.1-43), median overall survival (mOS) was 11.7 months (95% confidence interval [CI], 9.9,15.4). Composite complete remission was achieved in 65.2% (CR, 44.4%; CR with incomplete hematologic recovery, 20.8%). Of responding patients, 21.1% underwent stem cell transplantation. When stratified based on VIALE-A original eligibility criteria, mOS was 17.8 months for patients meeting eligibility criteria and 10.7 months for patients who did not (P = .027). AML ontogeny (P = .024), reduced kidney function (P = .001), Charlson Comorbidity Index (CCI; P = .0017), European LeukemiaNET (ELN) risk (P = .01), and body mass index (P = .0298) were significantly associated with OS. Multivariant Cox regression analysis confirmed independent association of OS with AML ontogeny (P = .012), CCI (P = .033), and ELN risk (P = .019). Patients enrolled in the latter half of the study period demonstrated improved OS than those enrolled earlier (P = .026). This prospective observational study highlights outcomes of patient subgroups, including those excluded from registration trials. This trial was registered at www.clinicaltrials.gov as #NCT03987958.","Journal Article, Multicenter Study, Observational Study","Humans, Sulfonamides, Leukemia, Myeloid, Acute, Aged, Female, Male, Prospective Studies, Bridged Bicyclo Compounds, Heterocyclic, Aged, 80 and over, Treatment Outcome, Antineoplastic Agents, Antineoplastic Combined Chemotherapy Protocols, Middle Aged"
38905635,"Preclinical efficacy of the potent, selective menin-KMT2A inhibitor JNJ-75276617 (bleximenib) in KMT2A- and NPM1-altered leukemias.","Kwon Min Chul, Thuring Jan Willem, Querolle Olivier, Dai Xuedong, Verhulst Tinne, Pande Vineet, Marien Ann, Goffin Dries, Wenge Daniela V, Yue Hong, Cutler Jevon A, Jin Cyrus, Perner Florian, Hogeling Shanna M, Shaffer Paul L, Jacobs Frank, Vinken Petra, Cai Wei, Keersmaekers Vikki, Eyassu Filmon, Bhogal Balpreet, Verstraeten Karin, El Ashkar Sara, Perry Jennifer A, Jayaguru Prathiba, Barreyro Laura, Kuchnio Anna, Darville Nicolas, Krosky Daniel, Urbanietz Gregor, Verbist Bie, Edwards James P, Cowley Glenn S, Kirkpatrick Robert, Steele Ruth, Ferrante Lucille, Guttke Christina, Daskalakis Nikki, Pietsch E Christine, Wilson David M, Attar Ricardo, Elsayed Yusri, Fischer Eric S, Schuringa Jan Jacob, Armstrong Scott A, Packman Kathryn, Philippar Ulrike",Blood,"{'Year': '2024', 'Month': 'Sep', 'Day': '12'}","The interaction between menin and histone-lysine N-methyltransferase 2A (KMT2A) is a critical dependency for KMT2A- or nucleophosmin 1 (NPM1)-altered leukemias and an emerging opportunity for therapeutic development. JNJ-75276617 (bleximenib) is a novel, orally bioavailable, potent, and selective protein-protein interaction inhibitor of the binding between menin and KMT2A. In KMT2A-rearranged (KMT2A-r) and NPM1-mutant (NPM1c) acute myeloid leukemia (AML) cells, JNJ-75276617 inhibited the association of the menin-KMT2A complex with chromatin at target gene promoters, resulting in reduced expression of several menin-KMT2A target genes, including MEIS1 and FLT3. JNJ-75276617 displayed potent antiproliferative activity across several AML and acute lymphoblastic leukemia (ALL) cell lines and patient samples harboring KMT2A or NPM1 alterations in vitro. In xenograft models of AML and ALL, JNJ-75276617 reduced leukemic burden and provided a significant dose-dependent survival benefit accompanied by expression changes of menin-KMT2A target genes. JNJ-75276617 demonstrated synergistic effects with gilteritinib in vitro in AML cells harboring KMT2A-r. JNJ-75276617 further exhibited synergistic effects with venetoclax and azacitidine in AML cells bearing KMT2A-r in vitro, and significantly increased survival in mice. Interestingly, JNJ-75276617 showed potent antiproliferative activity in cell lines engineered with recently discovered mutations (MEN1M327I or MEN1T349M) that developed in patients refractory to the menin-KMT2A inhibitor revumenib. A cocrystal structure of menin in complex with JNJ-75276617 indicates a unique binding mode distinct from other menin-KMT2A inhibitors, including revumenib. JNJ-75276617 is being clinically investigated for acute leukemias harboring KMT2A or NPM1 alterations, as a monotherapy for relapsed/refractory acute leukemia (NCT04811560), or in combination with AML-directed therapies (NCT05453903).","Journal Article, Research Support, Non-U.S. Gov't, Research Support, N.I.H., Extramural","Nucleophosmin, Humans, Animals, Mice, Myeloid-Lymphoid Leukemia Protein, Histone-Lysine N-Methyltransferase, Nuclear Proteins, Leukemia, Myeloid, Acute, Xenograft Model Antitumor Assays, Proto-Oncogene Proteins, Cell Line, Tumor, Cell Proliferation, Mice, SCID, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Antineoplastic Agents"
40079007,Phase 2 study of chidamide in combination with CAG and venetoclax-azacitidine in older patients with newly diagnosed acute myeloid leukemia.,"Liu Qingyang, Yang Jingjing, Lv Lei, Zhang Xiawei, Li Meng, Xu Lingmin, Huang Sai, Jing Yu, Dou Liping",Frontiers in immunology,{'Year': '2025'},"Older patients with acute myeloid leukemia (AML) respond poorly to standard induction therapy. DNA methyltransferases (DNMTs) and histone-deacetylases (HDACs) are key regulators of gene expression in cells and have been investigated as important therapeutic targets. However, their effects remains unclear as induction therapy for AML.","Journal Article, Clinical Trial, Phase II","Humans, Leukemia, Myeloid, Acute, Aged, Male, Sulfonamides, Female, Antineoplastic Combined Chemotherapy Protocols, Aminopyridines, Bridged Bicyclo Compounds, Heterocyclic, Middle Aged, Benzamides, Azacitidine, Aged, 80 and over, Cytarabine, Treatment Outcome, Aclarubicin"
39986194,"A phase 2 study of chidamide in combination with CAG and venetoclax-azacitidine in acute myeloid leukemia: Clinical safety, efficacy, and correlative analysis.","Yang Jingjing, Liu Qingyang, Zhang Xiawei, Jing Yu, Le Ning, Li Meng, Xu Lingmin, Zhao Weijia, Huang Sai, Liu Daihong, Dou Liping",International immunopharmacology,"{'Year': '2025', 'Month': 'Apr', 'Day': '04'}","Acute myeloid leukemia (AML) is a highly heterogeneous hematopoietic malignancy characterized by elevated mortality. Epigenetic therapy plays an essential role in the treatment of AML. However, the clinical outcomes of the combination of multiple epigenetic agents and conventional chemotherapy remain unclear. We conducted a phase 2 study to evaluate the clinical safety and efficacy of chidamide combined with CAG and venetoclax-azacitidine (referred to as CACAG-VEN) in AML patients (NCT05659992). Patients received induction treatment with aclarubicin (10 mg/m<sup>2</sup>/d on days 1, 3, and 5), azacitidine (75 mg/m<sup>2</sup> on days 1-7), cytarabine (75 mg/m<sup>2</sup> bid on days 1-5), chidamide (30 mg, twice/week for 2 weeks), and venetoclax (100 mg on day 1, 200 mg on day 2, 400 mg on days 3-14). Granulocyte colony-stimulating factor 5 μg/kg/day was administered. After one cycle of CACAG-VEN, the overall response rate was 96.7 %, with a composite complete response (CRc) rate of 93.3 %. The CRc rates (86.7 %) were remarkable among patients with adverse NCCN risk. Patients receiving two cycles of CACAG-VEN achieved a CRc rate of 100 %. The 12-month overall survival rate was 69.7 %. The median time to recovery was 19 days for platelets ≥50,000/μL and 17 days for an absolute neutrophil count ≥500 cells/μL after induction therapy. The single-cell RNA sequence showed most immune cells exhibited no significant change in proportion after removing tumor cells. In conclusion, this regimen resulted in a high CRc rate in newly diagnosed AML patients, particularly in adverse-risk patients. And this regimen had minimal impact on immune cells.","Journal Article, Clinical Trial, Phase II","Humans, Leukemia, Myeloid, Acute, Antineoplastic Combined Chemotherapy Protocols, Sulfonamides, Male, Middle Aged, Female, Adult, Cytarabine, Aged, Aminopyridines, Benzamides, Bridged Bicyclo Compounds, Heterocyclic, Azacitidine, Aclarubicin, Treatment Outcome, Young Adult"
39748428,Safety and efficacy of CD33-targeted CAR-NK cell therapy for relapsed/refractory AML: preclinical evaluation and phase I trial.,"Huang Ruihao, Wang Xiaoqi, Yan Hongju, Tan Xu, Ma Yingying, Wang Maihong, Han Xiao, Liu Jia, Gao Li, Gao Lei, Jing Guangjun, Zhang Cheng, Wen Qin, Zhang Xi",Experimental hematology & oncology,"{'Year': '2025', 'Month': 'Jan', 'Day': '02'}","Due to the lack of effective treatment options, the prognosis of patients with relapsed/refractory acute myeloid leukemia (R/R AML) remains poor. Although chimeric antigen receptor (CAR)-T-cell therapy has shown promising effects in acute lymphoblastic leukemia (ALL) and lymphoma, its application in R/R AML is limited by ""off-target"" effects, which lead to severe bone marrow suppression and limit its clinical application. CAR-natural killer (NK) cells not only exhibit antitumor effects but also demonstrate increased safety and universality. We have developed a new CAR construct that targets CD33 and modified NK cells, specifically eliminating AML cells while reducing severe side effects on stem cells.",Journal Article,
37903324,Aspacytarabine for the treatment of patients with AML unfit for intensive chemotherapy: a phase 2 study.,"Altman Jessica K, Zuckerman Tsila, Koprivnikar Jamie, McCloskey James, Kota Vamsi, Keng Michael, Frankfurt Olga, Abaza Yasmin, Bixby Dale L, Emadi Ashkan, Burch Micah, Bhatnagar Bhavana, Luger Selina M, Percival Mary-Elizabeth, Wolach Ofir, Craig Michael, Ganzel Chezi, Roboz Gail, Levi Itai, Gourevitch Anna, Flaishon Liat, Tessler Shoshi, Blumberg Chen, Gengrinovitch Stela, Ben Yakar Ruth, Rowe Jacob M",Blood advances,"{'Year': '2023', 'Month': 'Dec', 'Day': '26'}","High-dose cytarabine is associated with gastrointestinal and cerebellar toxicity, precluding its use for older or unfit patients with acute myeloid leukemia (AML). Aspacytarabine, an inactive prodrug of cytarabine, was evaluated as monotherapy in a phase 2b study of patients unfit for intensive chemotherapy (NCT03435848). Sixty-five patients with AML were treated with aspacytarabine 4.5 g/m2 per day (equimolar to 3 g/m2 per day cytarabine) for 6 doses per treatment. The median age was 75 years; 60.6% of patients had de novo AML, 28.8% had AML secondary to myelodysplastic syndrome, and 10.6% had therapy-related AML. Overall, 36.9% achieved complete remission (CR) with full count recovery. CR rates in patients with secondary AML, patients with prior treatment with hypomethylating agents, and patients with TP53 mutation were 26.7%, 25%, and 36%, respectively. Median overall survival was 9 months (range, 6-15.9) and was not reached among responders. Hematologic recovery was observed in all responding patients by day 26 without prolonged cytopenias. Adverse events typically precluding the use of high-dose cytarabine in older or unfit patients were not observed. These data suggest that aspacytarabine may be an effective regimen with a reduction in the attendant toxicities associated with high-dose cytarabine, an important consideration when treating AML and other hematologic disorders that use high-dose cytarabine. This trial was registered at www.clinicaltrials.gov as #NCT03435848.","Clinical Trial, Phase II, Journal Article","Humans, Aged, Antineoplastic Combined Chemotherapy Protocols, Leukemia, Myeloid, Acute, Cytarabine, Myelodysplastic Syndromes, Remission Induction"
