PMID,Title,Authors,Journal,PublicationDate,Abstract,PublicationType,MeSHTerms,KeyWords,DataBankList,PublicationTypeList,DataBankName,Accession
39606906,Azacitidine and venetoclax with or without pevonedistat in patients with newly diagnosed acute myeloid leukemia.,"Short Nicholas J, Wierzbowska Agnieszka, Cluzeau Thomas, Laribi Kamel, Recher Christian, Czyz Jaroslaw, Ochrem Bogdan, Ades Lionel, Gallego-Hernanz Maria Pilar, Heiblig Mael, Audisio Ernesta, Zarzycka Ewa, Li Shuli, Ferenc Nicholas, Yeh Tammie, Faller Douglas V, Sedarati Farhad, Papayannidis Cristina",Leukemia & lymphoma,"{'Year': '2025', 'Month': 'Mar'}","This phase 2 study investigated pevonedistat + azacitidine + venetoclax (<i>n</i> = 83) versus azacitidine + venetoclax (<i>n</i> = 81) in patients with newly diagnosed acute myeloid leukemia (AML) ineligible for intensive chemotherapy. The study was stopped early following negative results from PANTHER, which evaluated pevonedistat in higher-risk myelodysplastic syndromes/chronic myelomonocytic leukemia or low-blast AML. Outcomes were analyzed up to the datacut. For pevonedistat + azacitidine + venetoclax versus azacitidine + venetoclax, the median follow-up was 8.44 versus 7.95 months; the complete remission (CR) rate was 45% versus 49%; composite CR (CCR; CR+CR with incomplete blood count recovery) was 77% versus 72%. There were no differences in event-free survival (primary endpoint; hazard ratio [HR]: 0.99; 95% confidence interval [CI]: 0.61-1.60; <i>p</i> = 0.477) or overall survival (HR: 1.42; 95% CI: 0.82-2.49; <i>p</i> = 0.896). In exploratory analyses in <i>IDH</i>-mutated AML, CCR rates were higher with pevonedistat + azacitidine + venetoclax versus azacitidine + venetoclax. Safety was similar between treatment arms. Efficacy/safety with azacitidine + venetoclax was consistent with the phase 3 VIALE-A study.","Journal Article, Clinical Trial, Phase II, Multicenter Study, Randomized Controlled Trial","Humans, Bridged Bicyclo Compounds, Heterocyclic, Leukemia, Myeloid, Acute, Sulfonamides, Azacitidine, Aged, Antineoplastic Combined Chemotherapy Protocols, Male, Female, Middle Aged, Aged, 80 and over, Hydrazines, Adult, Pyrimidines, Azepines, Treatment Outcome, Quinuclidines","ListElement([StringElement('Acute myeloid leukemia', attributes={'MajorTopicYN': 'N'}), StringElement('azacitidine', attributes={'MajorTopicYN': 'N'}), StringElement('pevonedistat', attributes={'MajorTopicYN': 'N'}), StringElement('phase 2', attributes={'MajorTopicYN': 'N'}), StringElement('venetoclax', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT04266795']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Clinical Trial, Phase II', attributes={'UI': 'D017427'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'}), StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'})]",ClinicalTrials.gov,NCT04266795
39606837,REGAL: galinpepimut-S vs. best available therapy as maintenance therapy for acute myeloid leukemia in second remission.,"Jamy Omer, Cicic Dragan","Future oncology (London, England)","{'Year': '2025', 'Month': 'Jan'}","Patients with relapsed or refractory (r/r) acute myeloid leukemia (AML) have very poor long-term outcomes. Allogeneic stem cell transplantation (allo-SCT) can potentially cure some of these patients who are able to achieve a second or greater remission with salvage chemotherapy. Unfortunately, several barriers exist to transplantation and not all patients with r/r AML are able to proceed to allo-SCT. Therefore, novel therapies to decrease the risk of relapse in these patients are urgently needed. Wilms tumor 1 (WT1) protein has emerged as an encouraging vaccine target in AML due to its overexpression in leukemic blast cells and near absence in normal hematopoietic cells. Maintenance therapy with galinpepimut-S, a multivalent heteroclitic WT1 peptide vaccine, holds promise in early phase trials, in patients with AML by inducing a strong innate immune response against the WT1 antigen, leading to the design of this international, open-label, randomized clinical trial, named REGAL. Clinical trial registration: https://clinicaltrials.gov/study/NCT04229979. The clinical trial identifier is NCT04229979.","Journal Article, Randomized Controlled Trial","Humans, Leukemia, Myeloid, Acute, WT1 Proteins, Remission Induction, Cancer Vaccines, Maintenance Chemotherapy, Hematopoietic Stem Cell Transplantation, Treatment Outcome, Transplantation, Homologous","ListElement([StringElement('Acute myeloid leukemia', attributes={'MajorTopicYN': 'N'}), StringElement('complete remission', attributes={'MajorTopicYN': 'N'}), StringElement('galinpepimut-S', attributes={'MajorTopicYN': 'N'}), StringElement('maintenance', attributes={'MajorTopicYN': 'N'}), StringElement('randomized trial', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT04229979']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'})]",ClinicalTrials.gov,NCT04229979
39600341,Cytogenetic profile and risk of transformation to acute myeloid leukemia (AML) in Indonesian patients with myelodysplastic syndrome (MDS): a pilot study.,"Sutandyo Noorwati, Kosasih Agus Susanto, Sari Resti Mulya, Setiawan Lyana, Rinaldi Ikhwan, Maskito Veronika Juanita, Prayitno Yuniar Harris",F1000Research,{'Year': '2024'},Cytogenetics is a fundamental examination in the course and management of myelodysplastic syndrome (MDS) since it is widely used as a diagnostic and prognostic indicator for the disease. Some cytogenetic profiles are associated with a higher risk of acute myeloid leukemia (AML) transformation. This is the first study to evaluate the cytogenetic profile of Indonesian patients with MDS.,Journal Article,"Humans, Myelodysplastic Syndromes, Male, Aged, Leukemia, Myeloid, Acute, Female, Indonesia, Pilot Projects, Middle Aged, Cell Transformation, Neoplastic, Cytogenetic Analysis, Aged, 80 and over, Prospective Studies, Risk Factors, Adult","ListElement([StringElement('Acute myeloid leukemia', attributes={'MajorTopicYN': 'N'}), StringElement('Myelodysplastic syndrome', attributes={'MajorTopicYN': 'N'}), StringElement('cytogenetic profile', attributes={'MajorTopicYN': 'N'}), StringElement('karyotyping', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'figshare', 'AccessionNumberList': ['10.6084/m9.figshare.25013561.v1']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'})]",figshare,10.6084/m9.figshare.25013561.v1
39584789,"Long-term follow-up of a phase 2 study of all-trans retinoic acid, arsenic trioxide, and gemtuzumab ozogamicin in acute promyelocytic leukemia.","Jen Wei-Ying, Marvin-Peek Jennifer, Kantarjian Hagop M, Alvarado Yesid, Borthakur Gautam, Jabbour Elias, Wierda William, Kadia Tapan M, Daver Naval G, DiNardo Courtney D, Short Nicholas J, Jain Nitin, Ferrajoli Alessandra, Kornblau Steven, Yilmaz Musa, Ohanian Maro, McCue David, Burger Jan, Hammond Danielle, Patel Keyur, Issa Ghayas C, Pemmaraju Naveen, Sasaki Koji, Maiti Abhishek, Abbas Hussein A, Chien Kelly, Takahashi Koichi, Haddad Fadi, Bose Prithviraj, Masarova Lucia, Montalban-Bravo Guillermo, Swaminathan Mahesh, Brandt Mark, Pierce Sherry, Garcia-Manero Guillermo, Ravandi Farhad",Cancer,"{'Year': '2025', 'Month': 'Jan', 'Day': '01'}","All-trans retinoic acid (ATRA) and arsenic trioxide (ATO) combinations have produced excellent outcomes in patients with standard-risk acute promyelocytic leukemia (APL). Herein, the authors update their long-term results with the regimen of ATO-ATRA and gemtuzumab ozogamicin (GO) in standard-risk and high-risk APL.","Journal Article, Clinical Trial, Phase II","Humans, Leukemia, Promyelocytic, Acute, Gemtuzumab, Middle Aged, Adult, Male, Arsenic Trioxide, Female, Aged, Tretinoin, Antineoplastic Combined Chemotherapy Protocols, Follow-Up Studies, Aged, 80 and over, Young Adult","ListElement([StringElement('acute promyelocytic leukemia (APL)', attributes={'MajorTopicYN': 'N'}), StringElement('all‐trans retinoic acid (ATRA)', attributes={'MajorTopicYN': 'N'}), StringElement('arsenic trioxide (ATO)', attributes={'MajorTopicYN': 'N'}), StringElement('clinical trial', attributes={'MajorTopicYN': 'N'}), StringElement('gemtuzumab ozogamicin (GO)', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT01409161']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Clinical Trial, Phase II', attributes={'UI': 'D017427'})]",ClinicalTrials.gov,NCT01409161
39583114,Single-cell data revealed the function of natural killer cells and macrophage cells in chemotherapy tolerance in acute myeloid leukemia.,"Gao Jing, Yan Xueqian, Fan Dan, Li Yuanchun",PeerJ,{'Year': '2024'},"Acute myeloid leukemia (AML) is highly prevalent and heterogeneous among adult acute leukemias. Current chemotherapeutic approaches for AML often face the challenge of drug resistance, and AML immune cells play an important role in the regulation of AML drug resistance. Thus, it is of key significance to explore the regulatory mechanisms of immune cells in AML to alleviate chemotherapy resistance in AML.",Journal Article,"Humans, Leukemia, Myeloid, Acute, Killer Cells, Natural, Macrophages, Single-Cell Analysis, Drug Resistance, Neoplasm, Drug Tolerance, Transcriptome, Prognosis","ListElement([StringElement('Acute myeloid leukemia', attributes={'MajorTopicYN': 'N'}), StringElement('Chemotherapy resistance', attributes={'MajorTopicYN': 'N'}), StringElement('Macrophage cells', attributes={'MajorTopicYN': 'N'}), StringElement('Natural killer cells', attributes={'MajorTopicYN': 'N'}), StringElement('Single cell RNA-seq', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'figshare', 'AccessionNumberList': ['10.6084/m9.figshare.26891560.v1']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'})]",figshare,10.6084/m9.figshare.26891560.v1
39576677,Automated workflow for the cell cycle analysis of (non-)adherent cells using a machine learning approach.,"Hayatigolkhatmi Kourosh, Soriani Chiara, Soda Emanuel, Ceccacci Elena, El Menna Oualid, Peri Sebastiano, Negrelli Ivan, Bertolini Giacomo, Franchi Gian Martino, Carbone Roberta, Minucci Saverio, Rodighiero Simona",eLife,"{'Year': '2024', 'Month': 'Nov', 'Day': '22'}","Understanding the cell cycle at the single-cell level is crucial for cellular biology and cancer research. While current methods using fluorescent markers have improved the study of adherent cells, non-adherent cells remain challenging. In this study, we addressed this gap by combining a specialized surface to enhance cell attachment, the FUCCI(CA)2 sensor, an automated image analysis pipeline, and a custom machine learning algorithm. This approach enabled precise measurement of cell cycle phase durations in non-adherent cells. This method was validated in acute myeloid leukemia cell lines NB4 and Kasumi-1, which have unique cell cycle characteristics, and we tested the impact of cell cycle-modulating drugs on NB4 cells. Our cell cycle analysis system, which is also compatible with adherent cells, is fully automated and freely available, providing detailed insights from hundreds of cells under various conditions. This report presents a valuable tool for advancing cancer research and drug development by enabling comprehensive, automated cell cycle analysis in both adherent and non-adherent cells.",Journal Article,"Machine Learning, Humans, Cell Cycle, Cell Line, Tumor, Cell Adhesion, Workflow, Image Processing, Computer-Assisted, Automation, Leukemia, Myeloid, Acute","ListElement([StringElement('AML', attributes={'MajorTopicYN': 'N'}), StringElement('cancer biology', attributes={'MajorTopicYN': 'N'}), StringElement('cell biology', attributes={'MajorTopicYN': 'N'}), StringElement('cell cycle', attributes={'MajorTopicYN': 'N'}), StringElement('cell tracking', attributes={'MajorTopicYN': 'N'}), StringElement('human', attributes={'MajorTopicYN': 'N'}), StringElement('live-cell imaging', attributes={'MajorTopicYN': 'N'}), StringElement('machine learning', attributes={'MajorTopicYN': 'N'}), StringElement('non-adherent cells', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'Dryad', 'AccessionNumberList': ['10.5061/dryad.cvdncjtcx', '10.5061/dryad.tht76hf7w', '10.5061/dryad.9s4mw6mrs']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'})]",Dryad,10.5061/dryad.cvdncjtcx
39561281,Nanobody-based naturally selected CD7-targeted CAR-T therapy for acute myeloid leukemia.,"Lu Peihua, Zhang Xian, Yang Junfang, Li Jingjing, Qiu Liyuan, Gong Meiwei, Wang Hui, Chen Jiaqi, Liu Hongxing, Xiong Min, Liu Ying, Wang Lin",Blood,"{'Year': '2025', 'Month': 'Mar', 'Day': '06'}","Approximately 30% of patients with acute myeloid leukemia (AML) express CD7 on their myeloblasts. We have previously demonstrated that single-chain variable fragment (scFv)-based ""naturally selected"" CD7 chimeric antigen receptor T-cell (NS7CAR-T) therapy shows significant efficacy, with a favorable safety profile in T-cell lymphoid malignancies. Here, we derived dual variable heavy-chain domain of a heavy-chain antibody (dVHH) NS7CAR-Ts that have superior CD7 binding specificity, affinity to their scFv-based counterparts, and improved proliferative capability. In this phase 1 clinical trial, we evaluated the efficacy and safety of nanobody-based dVHH NS7CAR-Ts for patients with CD7+ refractory/relapsed AML. A cohort of 10 patients received dVHH NS7CAR-Ts across 2 dosage levels of 5 × 105/kg and 1 × 106/kg. Before enrollment, patients had undergone a median of 8 (range, 3-17) prior lines of therapy. Seven patients had prior transplants. After NS7CAR-T infusion, 7 of 10 (70%) patients achieved complete remission (CR). The median observation time was 178 days (range, 28-776). Among 7 patients who achieved CR, 3 who relapsed from prior transplants underwent a second allogeneic hematopoietic stem cell transplant (allo-HSCT). One patient remained leukemia free on day 401, and the other 2 died on day 241 and day 776, respectively, from nonrelapse-related causes. Three CR patients without consolidative (allo-HSCT) relapsed within 90 days. All the nonresponders and relapsed patients had CD7 loss. The treatment was well tolerated, with 80% experiencing mild cytokine release syndrome and none had neurotoxicity. This trial underscores the potential promising treatment of dVHH NS7CAR-Ts in providing clinical benefits with a manageable safety profile to patients with CD7+ AML, warranting further investigation. This trial was registered at www.clinicaltrials.gov as #NCT04938115.","Journal Article, Clinical Trial, Phase I","Humans, Middle Aged, Male, Female, Leukemia, Myeloid, Acute, Antigens, CD7, Immunotherapy, Adoptive, Adult, Single-Domain Antibodies, Aged, Receptors, Chimeric Antigen",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT04938115']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Clinical Trial, Phase I', attributes={'UI': 'D017426'})]",ClinicalTrials.gov,NCT04938115
39556780,"Treatment Intensification With Either Fludarabine, AraC, G-CSF and Idarubicin, or Cladribine Plus Daunorubicin and AraC on the Basis of Residual Disease Status in Older Patients With AML: Results From the NCRI AML18 Trial.","Russell Nigel H, Thomas Abin, Hills Robert K, Thomas Ian, Gilkes Amanda, Almuina Nuria Marquez, Burns Sarah, Marsh Lucy, Vyas Paresh, Metzner Marlen, McCarthy Nicholas, Andrew Georgia, Byrne Jennifer, Sellar Rob S, Kelly Richard, Cahalin Paul, Overgaard Ulrik Malthe, Mehta Priyanka, Dennis Mike, Knapper Steven, Freeman Sylvie D",Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"{'Year': '2025', 'Month': 'Feb', 'Day': '20'}",To evaluate the survival benefit of chemotherapy intensification in older patients with AML who have not achieved a measurable residual disease (MRD)-negative remission.,"Journal Article, Randomized Controlled Trial, Multicenter Study","Humans, Aged, Antineoplastic Combined Chemotherapy Protocols, Idarubicin, Vidarabine, Male, Female, Leukemia, Myeloid, Acute, Cytarabine, Daunorubicin, Cladribine, Neoplasm, Residual, Middle Aged, Granulocyte Colony-Stimulating Factor",[],"ListElement([{'DataBankName': 'ISRCTN', 'AccessionNumberList': ['ISRCTN-31682779']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'})]",ISRCTN,ISRCTN-31682779
39506905,"Arsenic trioxide <i>versus</i> Realgar-Indigo naturalis formula in non-high-risk acute promyelocytic leukemia: a multicenter, randomized trial.","Chen Shu, Qin Weiwei, Lu Xiaohong, Liu Li, Zheng Yinsuo, Lu Xinhua, Wang Xiaohui, Zhang Xiaojuan, Gong Sha, Wei Suhua, Zhang Huiyun, Ding Hanru, Seifollah Ranjbarha, Li Jing, Zhang Haitao, Wu Di, Abiona Olubukola, He Pengcheng, Zhang Rong, Wald David, Wang Huaiyu",Haematologica,"{'Year': '2025', 'Month': 'Mar', 'Day': '01'}","Realgar-Indigo naturalis formula (RIF) is an oral form of arsenic that is effective against acute promyelocytic leukemia (APL). This multicenter, randomized, controlled trial compared the efficacy of all-trans retinoic acid (ATRA) plus RIF with ATRA plus arsenic trioxide (ATO) in a simplified regimen for non-high-risk APL. Following induction therapy with ATRA and ATO, participants were randomly assigned to receive either ATRA plus ATO or ATRA plus RIF both in a 2-week on 2-week off schedule for consolidation therapy. Once achieving molecular complete remission, the regimen was administered for a total of six cycles. All of 108 eligible patients achieved hematological complete remission after induction therapy. The median follow-up time was 29 months. The primary endpoint of 2-year disease-free survival was 97% in the ATRA-RIF arm and 98% in the ATRA-ATO arm, respectively (the ATRA-RIF arm was found to be non-inferior to the ATRA-ATO arm, [P<0.01], with a percentage difference of -1% [95% confidence interval: -4.8 to 6.9]). No deaths have been observed. Most adverse events were moderate. This study confirms the non-inferiority of RIF to ATO for non-high-risk APL, while also offering a more favorable regimen schedule for post-remission therapy (clinicaltrials gov. identifier: NCT02899169).","Journal Article, Randomized Controlled Trial, Multicenter Study","Humans, Leukemia, Promyelocytic, Acute, Arsenic Trioxide, Female, Male, Middle Aged, Adult, Antineoplastic Combined Chemotherapy Protocols, Aged, Treatment Outcome, Young Adult, Arsenicals, Tretinoin, Oxides, Adolescent, Drugs, Chinese Herbal, Remission Induction",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02899169']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'})]",ClinicalTrials.gov,NCT02899169
39476204,"A phase 2, multicenter, clinical trial of CPX-351 in older patients with secondary or high-risk acute myeloid leukemia: PETHEMA-LAMVYX.","Rodríguez-Arbolí Eduardo, Rodríguez-Veiga Rebeca, Soria-Saldise Elena, Bergua Juan M, Caballero-Velázquez Teresa, Arnán Montserrat, Vives Susana, Serrano Josefina, Bernal Teresa, Martínez-Sánchez Pilar, Tormo Mar, Rodríguez-Medina Carlos, Herrera-Puente Pilar, Lavilla-Rubira Esperanza, Boluda Blanca, Acuña-Cruz Evelyn, Cano Isabel, Cáceres Sara, Ballesteros Juan, Falantes José, Martínez-Cuadrón David, Pérez-Simón José A, Montesinos Pau",Cancer,"{'Year': '2025', 'Month': 'Jan', 'Day': '01'}","LAMVYX was a multicenter, single-arm, phase 2 trial designed to validate the safety and efficacy of CPX-351 in patients aged 60-75 years with newly diagnosed, secondary acute myeloid leukemia and to generate evidence on key issues not addressed in the preceding regulatory pivotal trial.","Journal Article, Clinical Trial, Phase II, Multicenter Study","Humans, Aged, Leukemia, Myeloid, Acute, Male, Female, Middle Aged, Hematopoietic Stem Cell Transplantation, Antineoplastic Combined Chemotherapy Protocols, Remission Induction, Daunorubicin, Cytarabine","ListElement([StringElement('acute myeloid leukemia', attributes={'MajorTopicYN': 'N'}), StringElement('allogeneic hematopoietic stem cell transplantation', attributes={'MajorTopicYN': 'N'}), StringElement('maintenance therapy', attributes={'MajorTopicYN': 'N'}), StringElement('measurable residual disease', attributes={'MajorTopicYN': 'N'}), StringElement('quality of life', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT04230239']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Clinical Trial, Phase II', attributes={'UI': 'D017427'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'})]",ClinicalTrials.gov,NCT04230239
